Date,State,County,Area,Prcp,Snow,Temp,NumPolice,MalePopulation,FemalePopulation,AvgIncome,WhiteMale,WhiteFemale,BlackMale,BlackFemale,AsianMale,AsianFemale,HispanicMale,HispanicFemale,Age0_4,Age5_9,Age10_14,Age15_19,Age20_24,Age25_29,Age30_34,Age35_39,Age40_44,Age45_49,Age50_54,Age55_59,Age60_64,Age65_69,Age70_74,Age75_79,Age80_84,Age85Plus,Party_Gop,Party_Dem,Party_Total
10/15/2020,Alabama,Autauga County,1565.358962,51.56,0.2,62.2,151,27092,28777,41618,0.3604503392,0.3772575131,0.0937371351,0.1073940826,0.0051191179,0.0066226351,0.0158227282,0.0140865238,0.0586550681,0.0620200827,0.068929102,0.0654924914,0.0568830657,0.0679983533,0.0632372156,0.0655282894,0.0645080456,0.0693944764,0.067568777,0.0697345576,0.0603196764,0.0480230539,0.0417047021,0.0321466287,0.0211029372,0.0167534769,19838,7503,27691
10/15/2020,Alabama,Baldwin County,5250.715256,68.03,0.1,66.35,695,108247,114987,45596,0.4024700538,0.4296030175,0.042493527,0.0452753613,0.0041749913,0.0064864671,0.0248394062,0.0223487462,0.0539299569,0.0585305106,0.0630683498,0.0586111435,0.049683292,0.0565236478,0.0562235143,0.0602327602,0.0592382881,0.0648288343,0.0641434549,0.0728697241,0.0723366512,0.0666609925,0.0589650322,0.0405090622,0.0237284643,0.019916321,83544,24578,109351
10/15/2020,Alabama,Barbour County,2342.683354,50.14,0,64.8,98,13064,11622,35199,0.2387588107,0.2163574496,0.2556509763,0.2266466823,0.0022279835,0.0024710362,0.0254800292,0.0197682897,0.0530260066,0.0570363769,0.0597909746,0.0567933242,0.0602365713,0.0723081909,0.0676091712,0.0625860812,0.0572389208,0.0639228713,0.0609252208,0.0692295228,0.0623835372,0.0608036944,0.0552944989,0.0380377542,0.02377866,0.0189986227,5622,4816,10506
10/15/2020,Alabama,Bibb County,1621.769561,57.575,0.5,61.6,47,11929,10465,30254,0.3787621684,0.3653210681,0.1313298205,0.0813610789,0.0010270608,0.0011163705,0.0153166027,0.0125033491,0.0556399035,0.0534964723,0.0566669644,0.0571135125,0.0595248727,0.0770742163,0.0718496026,0.0684111816,0.0630079486,0.0724301152,0.0683218719,0.0676967045,0.0620701974,0.0516209699,0.0459944628,0.0317942306,0.0199160489,0.0173707243,7525,1986,9585
10/15/2020,Alabama,Blount County,1685.119329,55.41,1.7,61.1,110,28472,29354,34976,0.4235810881,0.4441254799,0.0089233217,0.0079894857,0.001469927,0.0017293259,0.0510151143,0.0455158579,0.0594542247,0.0629301698,0.0667173936,0.0620309203,0.0552173763,0.0620828001,0.0580880573,0.060941445,0.0599730225,0.0668903262,0.0664407014,0.0689309307,0.0632933283,0.0572579808,0.0525369211,0.0354338879,0.022757929,0.019022585,24711,2640,27560
10/15/2020,Alabama,Bullock County,1619.114156,53.595,0.3,63.2,24,5508,4593,28797,0.1336501337,0.0763290763,0.3675873676,0.335016335,0.0008910009,0.0011880012,0.0444510445,0.0410850411,0.0559350559,0.0606870607,0.060984061,0.0515790516,0.0595980596,0.0753390753,0.0705870706,0.0724680725,0.0655380655,0.0610830611,0.0572220572,0.0707850708,0.0688050688,0.056034056,0.0426690427,0.0289080289,0.0228690229,0.0189090189,1146,3446,4611
10/15/2020,Alabama,Butler County,2014.703706,58.27,0.15,63.5,72,9024,10424,36450,0.2432126697,0.2677396133,0.1997634718,0.25,0.0086384204,0.0057075278,0.0078671329,0.006993007,0.056561086,0.0606746195,0.0649424105,0.0590806253,0.0564068285,0.0584121761,0.0556869601,0.0639654463,0.057795146,0.0601090086,0.0561497326,0.0689531057,0.0730666392,0.0649424105,0.050493624,0.0367132867,0.0272007404,0.0288461538,5458,3965,9482
10/15/2020,Alabama,Calhoun County,1585.817198,50.715,1.15,62.5,338,54481,59124,37120,0.3466132653,0.3704678491,0.0987632587,0.1143699661,0.0035297742,0.0054839136,0.0207561287,0.0198582809,0.0578143568,0.0566172264,0.062655693,0.065402051,0.0632014436,0.0697416487,0.062021918,0.0606047269,0.0595044232,0.0597156815,0.0627085075,0.0698648827,0.0692839224,0.0598213107,0.0484485718,0.0333436028,0.0205448704,0.0187051626,35101,15216,50870
10/15/2020,Alabama,Chambers County,1562.057248,52.315,0.1,61.6,143,15895,17359,33859,0.2656823239,0.2855596319,0.1870752391,0.2148312985,0.0072171769,0.0040295904,0.0141937812,0.0119985566,0.0565946954,0.0581884886,0.0588500632,0.0546701149,0.0566247669,0.0712996933,0.0558429061,0.0538581825,0.055782763,0.0646238047,0.0660371685,0.0739159199,0.0717808384,0.0637216575,0.053888254,0.0388825404,0.0223431768,0.023094966,8753,6365,15259
10/15/2020,Alabama,Cherokee County,1553.931673,52.035,,59.7,61,12926,13270,35505,0.4517101848,0.4649946557,0.021300962,0.01965949,0.0014124294,0.0025194686,0.0087417926,0.0083982287,0.0463047794,0.0505420675,0.056840739,0.0562299588,0.0495877233,0.0580622996,0.0492059856,0.0487860742,0.0541304016,0.0658879218,0.0697052985,0.0757367537,0.0836768972,0.0703924263,0.0673003512,0.0466101695,0.0289738891,0.0220262636,10583,1624,12289
10/15/2020,Alabama,Chilton County,1815.069206,53.6,0.225,62.86666667,102,21800,22628,34798,0.3879310345,0.4106869542,0.0505762132,0.0528720627,0.0019582245,0.0029260827,0.0447915729,0.037048708,0.0610200774,0.067164851,0.0683352841,0.0639461601,0.0563158369,0.0672773926,0.0592644278,0.0596920861,0.0627982353,0.0643062933,0.0650040515,0.0682677591,0.0655442514,0.0562032952,0.0462321059,0.0315341676,0.0187944539,0.0182992707,16085,3073,19281
10/15/2020,Alabama,Choctaw County,2385.014306,55.495,0.4,65,24,5938,6651,39280,0.2746842482,0.2885852729,0.1882595917,0.2291683216,0.000556041,0.0014298197,0.0043688935,0.0057987132,0.0525855906,0.0500436889,0.0570339185,0.0578282628,0.0516323775,0.0579076972,0.0460719676,0.0523472873,0.0546508857,0.0599729923,0.0677575661,0.079275558,0.0770513941,0.067916435,0.0632298038,0.0471046151,0.0298673445,0.027722615,4296,3127,7461
10/15/2020,Alabama,Clarke County,3244.151994,59.15666667,0.3,64.35,72,11153,12469,36361,0.2515875032,0.269494539,0.206502413,0.2437134874,0.0019473372,0.0024130048,0.0068580137,0.0062653459,0.0580391161,0.0558801118,0.0594784523,0.062992126,0.0602404538,0.0639657946,0.0492337651,0.0568961138,0.0564727796,0.0622301245,0.0658707984,0.0737448142,0.0699348065,0.0581237829,0.0536364406,0.0416560833,0.0278130556,0.0237913809,7324,5755,13128
10/15/2020,Alabama,Clay County,1569.537036,58.15,2.2,60.8,38,6447,6788,33530,0.3926709482,0.4108046845,0.0655081224,0.0723082735,0.0014355875,0.0014355875,0.0174537212,0.0154136759,0.0528900642,0.0557612391,0.0590857575,0.0556101247,0.0578768417,0.056667926,0.052814507,0.0582546279,0.0547034379,0.0655836796,0.0714015867,0.0777483944,0.071174915,0.0638458632,0.0511522478,0.0426142803,0.0293917643,0.0234227427,5601,1267,6921
10/15/2020,Alabama,Cleburne County,1453.018836,55.05,1.7,60.2,37,7340,7570,36159,0.4570757881,0.471093226,0.0129443327,0.0154929577,0.0006706908,0.0015425889,0.0142186452,0.0117370892,0.0601609658,0.0627095909,0.0639168343,0.059490275,0.0497652582,0.0620389001,0.0544600939,0.0581488934,0.0551307847,0.0714956405,0.0665325285,0.0745808182,0.0598256204,0.0613682093,0.0565392354,0.039637827,0.0213950369,0.0228034876,6484,675,7219
10/15/2020,Alabama,Coffee County,1762.473116,56.175,0.2,66.6,144,25742,26600,43094,0.3425165259,0.351725192,0.0846165603,0.091456192,0.0061136372,0.0106606549,0.0418210997,0.0378663406,0.0610408467,0.0654541286,0.0697527798,0.063046884,0.0578311872,0.0630659891,0.0626647816,0.0655687593,0.0628367277,0.0672309044,0.0636964579,0.062894043,0.0623782049,0.0534179053,0.0479156318,0.0309693936,0.0214932559,0.0187421191,16899,5076,22239
10/15/2020,Alabama,Colbert County,1614.902599,55.23,2.2,60.33333333,176,26408,28833,38378,0.3737984468,0.4034322333,0.0743650549,0.0878152097,0.0027515794,0.0040187542,0.0167448091,0.0156405568,0.056715121,0.0579641933,0.0600821853,0.0548867689,0.0557194837,0.069042921,0.0610235151,0.0586158831,0.0568418385,0.0627251498,0.0655853442,0.0705997357,0.0698937383,0.0618019225,0.0511395521,0.0388841621,0.0255969298,0.0228815554,19203,8343,27818
10/15/2020,Alabama,Conecuh County,2208.592098,60.09,0.1,65,50,5758,6309,32656,0.2495234938,0.254081379,0.2091654927,0.2515952598,0.000911577,0.0014088009,0.0124305958,0.0105245711,0.0530372089,0.05966686,0.0569321289,0.0564349051,0.0527057264,0.0576779647,0.0515455374,0.0523742438,0.0526228557,0.0567663877,0.0625673324,0.0759923759,0.0769868236,0.0654678048,0.0672909588,0.0445844037,0.0310764896,0.0262699925,3442,2966,6440
10/15/2020,Alabama,Coosa County,1725.83809,56.58,1,62.4,31,5335,5328,31328,0.3294570008,0.3218606396,0.1506142737,0.1583044171,0.0005626934,0.0011253869,0.0142549001,0.0120041264,0.043421176,0.0435149583,0.0484854169,0.0448279096,0.049329457,0.0560817781,0.047735159,0.0476413767,0.0535496577,0.0726812342,0.0731501454,0.0876863922,0.0910625528,0.0754947013,0.0633967926,0.0479227234,0.0283222358,0.0256963331,3631,1796,5473
10/15/2020,Alabama,Covington County,2703.36041,59.905,0.15,66.13333333,129,17927,19122,35651,0.4039785149,0.4266511917,0.0577073605,0.0674782045,0.0024292154,0.0025911631,0.0092310184,0.0093119922,0.0593538287,0.0618370266,0.0614591487,0.0567896569,0.050662636,0.0615671138,0.0557909795,0.0554940754,0.0534697293,0.0603255149,0.0620799482,0.0731463737,0.0742530163,0.0615401225,0.0568166482,0.0409997571,0.0279359767,0.0264784475,14586,2721,17404
10/15/2020,Alabama,Crenshaw County,1582.341387,55.72,0.3,63.1,29,6685,7087,36645,0.3443944235,0.3582631426,0.1095701423,0.1292477491,0.0058088876,0.0052279988,0.0134330526,0.0107464421,0.0574353761,0.0644060412,0.0645512634,0.0623729306,0.0544583212,0.0629538193,0.0564914319,0.0551118211,0.0562009875,0.0646238745,0.0623003195,0.0729741505,0.0721754284,0.0604850421,0.0569270985,0.0321667151,0.0220011618,0.0223642173,4864,1700,6608
10/15/2020,Alabama,Cullman County,1955.495521,58.285,0.9,60.22,210,41408,42360,39607,0.4524520103,0.4643181167,0.0075804603,0.0062195588,0.0026740521,0.0045721517,0.0229681979,0.0218221755,0.0617897049,0.0622552765,0.062231401,0.0596886639,0.054949384,0.0672452488,0.0618971445,0.0586023302,0.0607869353,0.0626492217,0.0640101232,0.0692985388,0.0667558017,0.0588649604,0.0517978226,0.0360997039,0.0239829052,0.0170948333,36880,4478,41776
10/15/2020,Alabama,Dale County,1457.327488,53.97,0.1,66.5,111,24214,24958,36613,0.3404986578,0.3392581144,0.097413162,0.1123403563,0.005104531,0.009395591,0.0372366387,0.032925242,0.0665622712,0.0637151224,0.0611526885,0.0591393476,0.0643455625,0.0767306597,0.0714634345,0.0603392174,0.0542381843,0.0601358497,0.0588546327,0.0656471162,0.0647726348,0.0538924591,0.0459407793,0.0327015375,0.0213129423,0.0190555601,14303,5170,19706
10/15/2020,Alabama,Dallas County,2573.994487,39.43333333,0.2,63.8,135,17178,20018,36026,0.1284277879,0.1412786321,0.3210022583,0.3860630175,0.0024464996,0.0020432305,0.0063716529,0.0051618454,0.059199914,0.0621841058,0.0711366814,0.0680718357,0.0600871061,0.0612431444,0.0546026454,0.0558393376,0.054011184,0.056780299,0.0597376062,0.0738520271,0.0744972578,0.0618346059,0.0510269921,0.0328798796,0.0236584579,0.0193569201,5524,12230,17844
10/15/2020,Alabama,Dekalb County,2016.798014,54.58333333,3.75,59.24,194,35577,35936,31916,0.3917889055,0.4067092696,0.0096206284,0.0091172234,0.0027827108,0.0024051571,0.0799155398,0.0707423825,0.05969544,0.0651070435,0.0715813908,0.0671066799,0.0579614895,0.0644078699,0.0548152084,0.0583949771,0.0628836715,0.0668829444,0.064351936,0.0666592088,0.0639464153,0.0555423489,0.0495014892,0.0331128606,0.0206955379,0.0173534882,24767,4281,29298
10/15/2020,Alabama,Elmore County,1701.727295,49.43,0.3,63.35,189,39236,41973,42269,0.3523008534,0.3785417872,0.1027595464,0.1087810464,0.0033247546,0.0041867281,0.015872625,0.0156879164,0.0582940314,0.061237055,0.064906599,0.0617172973,0.0590328658,0.0718393282,0.0679604477,0.066482779,0.0642785898,0.0679973895,0.0646233792,0.0710142964,0.0647588321,0.0514967553,0.0436281693,0.0292332131,0.0173502937,0.0141486781,30164,10367,40929
10/15/2020,Alabama,Escambia County,2468.620062,66.42333333,0.1,65.425,209,18425,18208,32996,0.2963721235,0.3067452843,0.1630770071,0.1494827068,0.001446783,0.0018835476,0.0144678296,0.0115196681,0.0601097371,0.0631670898,0.0634673655,0.0586356564,0.0558239838,0.072966997,0.0627849207,0.061965987,0.0602735239,0.0661152513,0.0615019245,0.0684355636,0.0621024759,0.0561242595,0.0475254552,0.0364698496,0.0235852919,0.0189446674,10869,4918,15881
10/15/2020,Alabama,Etowah County,1420.942451,55.235,0.7,61.9,417,49496,52772,36918,0.3754644659,0.3990397778,0.0737474088,0.0837016467,0.0040286307,0.0041948606,0.0217565612,0.0196053506,0.0583173622,0.0580435718,0.0594320804,0.0599112137,0.059881879,0.0653087965,0.0565670591,0.0595591974,0.0586693785,0.0686529511,0.066051942,0.0675382329,0.0684964994,0.0627175656,0.0533793562,0.0351820706,0.0229103923,0.0193804514,35528,11567,47626
10/15/2020,Alabama,Fayette County,1630.024161,58.06333333,0.6,61.35,33,7937,8365,34966,0.4092749356,0.4312967734,0.0568641884,0.0597472703,0.0011655012,0.0036191878,0.0105508527,0.0099987732,0.0553306343,0.0586431113,0.0611581401,0.0559440559,0.0559440559,0.0611581401,0.0535517114,0.0545331861,0.0560053981,0.0645933014,0.0618942461,0.0729971783,0.0707888603,0.0686418844,0.0566801619,0.0433689118,0.0288308183,0.0199362041,7300,1395,8751
10/15/2020,Alabama,Franklin County,1674.485377,56.62,0.9,59.8,87,15782,15580,34318,0.3710222562,0.3908232893,0.0247433199,0.0190357758,0.0017537147,0.0018812576,0.1005356801,0.078215675,0.0678209298,0.0690963587,0.0696703016,0.0640584146,0.0563101843,0.0651425292,0.0612843569,0.0585421848,0.060008928,0.0691920158,0.0623047,0.0639946432,0.0612205854,0.0540781838,0.0446081245,0.0318538359,0.0220968051,0.0187169186,10376,2086,12568
10/15/2020,Alabama,Geneva County,1499.47583,59.11,,65.7,59,12827,13444,35192,0.4068745004,0.4286856229,0.0449545126,0.0481138898,0.0016748506,0.0018271097,0.0222298352,0.0194511058,0.0544326444,0.0594191314,0.0655856267,0.0615888242,0.0473145293,0.0572875033,0.0577823456,0.0559933006,0.0580868638,0.0639869057,0.0687830688,0.0699250124,0.0735031023,0.0628449621,0.0553081344,0.0401583495,0.025465342,0.0225343535,10848,1595,12533
10/15/2020,Alabama,Greene County,1709.198206,52.66,,63.5,43,3829,4282,32359,0.0854395266,0.0900012329,0.3739366293,0.4252250031,0.001356183,0.0014794723,0.0090001233,0.0081370978,0.0574528418,0.0591788929,0.0627542843,0.058192578,0.0549870546,0.0642337566,0.0516582419,0.0533842929,0.0493157441,0.0505486377,0.0575761312,0.0694119098,0.0782887437,0.0805079522,0.0569596844,0.0394525952,0.026014055,0.0300826039,875,3884,4767
10/15/2020,Alabama,Hale County,1700.330463,55.17666667,0.3,64.6,27,6950,7701,36585,0.1962323391,0.2009419152,0.2668077264,0.31335745,0.0012968398,0.0017063682,0.0075762747,0.0066889632,0.0675721794,0.0618387823,0.0646372261,0.0595181216,0.0598593953,0.0652515187,0.0548085455,0.0578800082,0.0533751962,0.0535117057,0.0602689236,0.0737151048,0.0708484063,0.0625895843,0.0505084977,0.0361067504,0.0230018429,0.024708211,3192,4663,7892
10/15/2020,Alabama,Henry County,1471.913438,54.64,0.1,66.4,44,8309,8896,40360,0.337576286,0.3578029643,0.1218831735,0.1369950596,0.0019180471,0.0023249056,0.0138913107,0.0130194711,0.0520778843,0.0537634409,0.0595757047,0.0579482709,0.0491136298,0.0539959314,0.0516129032,0.0589363557,0.0598663179,0.0660854403,0.0645742517,0.0660854403,0.0720720721,0.0748038361,0.0654460913,0.0409183377,0.0280151119,0.0251089799,6607,2606,9282
10/15/2020,Alabama,Houston County,1506.537669,55.91,0.1,66.5,414,50628,55254,42398,0.3188455073,0.341918362,0.1268865341,0.1467766004,0.004505015,0.0062333541,0.0181333938,0.0161594983,0.0626263199,0.0620313179,0.0643924369,0.0623618745,0.0548251828,0.0674052247,0.0629190986,0.0637313235,0.0598401995,0.0634385448,0.0620313179,0.0686896734,0.0645246595,0.0570540791,0.0488090516,0.0330745547,0.0222228519,0.020022289,32618,12917,46068
10/15/2020,Alabama,Jackson County,2918.308795,58.525,1.2,59.53333333,176,25367,26259,36567,0.4369697439,0.4534924263,0.0172974858,0.0176267772,0.0025568512,0.0032735443,0.0161159106,0.0145663038,0.0537907256,0.0545461589,0.0601828536,0.0595630109,0.0530740325,0.0620423817,0.0528997017,0.056618758,0.0610545074,0.0674853756,0.0653159261,0.0729283694,0.07534963,0.0653934064,0.0553790726,0.039495603,0.0255878821,0.0192926045,19670,3717,23595
10/15/2020,Alabama,Jefferson County,2910.677194,55.68,0.94,62.26666667,3046,311232,347341,54730,0.2388694951,0.2562783473,0.1982316311,0.2364369629,0.0085017151,0.0093945546,0.0216331371,0.0191717547,0.0642647057,0.0630119972,0.0635996313,0.0618185076,0.0624911741,0.0752262847,0.0709989629,0.0662067835,0.0606067968,0.0606310918,0.0586130922,0.0650679575,0.0644909524,0.0555473729,0.0411419843,0.0273621907,0.0185583071,0.0203622074,138843,181688,324109
10/15/2020,Alabama,Lamar County,1568.145315,57.725,0.65,61.9,34,6760,7045,33496,0.4223831945,0.4377399493,0.0487504527,0.0545454545,0.0005070627,0.0005795002,0.0105034408,0.0085476277,0.0567910177,0.0546178921,0.0633103948,0.0587468309,0.0507062658,0.0562839551,0.0522274538,0.0527345165,0.0596885187,0.065700833,0.0633828323,0.0708438971,0.0733067729,0.0610648316,0.0581673307,0.0438247012,0.0325968852,0.0260050706,6174,978,7185
10/15/2020,Alabama,Lauderdale County,1863.755025,57.93,2.2,59,223,44490,48239,37151,0.4071649646,0.4385790853,0.0460805142,0.05409311,0.0038714965,0.004302861,0.0141595402,0.0144399271,0.051030422,0.0518068781,0.0570156046,0.0655027014,0.0829082596,0.0649419276,0.0549450549,0.0557538634,0.0514833547,0.0601753497,0.0622782517,0.067950695,0.0692340045,0.0626556956,0.0548264297,0.0391894661,0.0253103128,0.0229917286,31721,11915,44173
10/15/2020,Alabama,Lawrence County,1857.546573,57.16,2.4,60.4,52,16034,16890,34125,0.372676467,0.3903535415,0.0512088446,0.0575871705,0.0010023083,0.0012149192,0.012240311,0.0114202406,0.0557040457,0.0575871705,0.0650892966,0.0580123922,0.0520592881,0.0636617665,0.0570708298,0.0563115053,0.0555825538,0.0668205564,0.0740189527,0.0780889321,0.069037784,0.0595614142,0.0527578666,0.0385129389,0.0223241404,0.0177985664,12322,3562,16010
10/15/2020,Alabama,Lee County,1595.041265,53.61666667,0.5,63.16666667,352,80840,83702,38036,0.3362241859,0.3405878134,0.1058270837,0.1235246928,0.021963997,0.019727486,0.0195512392,0.017466665,0.058173597,0.0578514908,0.0607443692,0.0806237921,0.1296507882,0.076406024,0.0640322836,0.0636068603,0.0579122656,0.0597294308,0.0563928966,0.0583863087,0.05243646,0.0427064215,0.034343815,0.0220308493,0.0136803977,0.0112919498,42221,27860,71100
10/15/2020,Alabama,Limestone County,1572.607602,54.49333333,1.1,60.4,193,49444,49471,42546,0.3773037456,0.3809432341,0.0719607744,0.0671687813,0.0072385381,0.0095738766,0.0316736592,0.0304908255,0.0553404438,0.0607794571,0.0665621999,0.0628822727,0.0545822171,0.065025527,0.0656321084,0.0693929131,0.0669463681,0.0712733155,0.0728605368,0.0732952535,0.0629631502,0.0499115402,0.0420259819,0.0284587777,0.0175908608,0.0144770763,34640,13672,49060
10/15/2020,Alabama,Lowndes County,1877.923215,51.91,0,65.1,40,4570,5156,38991,0.1248200699,0.1262595106,0.3325107958,0.3916306806,0.0024676126,0.0023647954,0.0087394612,0.0098704503,0.0602508739,0.064569196,0.0616903146,0.0556241003,0.0544931112,0.0655973679,0.0600452396,0.0548015628,0.048426897,0.057063541,0.0671396257,0.0786551511,0.0741311947,0.0599424224,0.0524367674,0.0380423607,0.0242648571,0.0228254164,1836,4972,6834
10/15/2020,Alabama,Macon County,1588.201098,53.21,0.2,64.4,89,8218,9850,32919,0.0816913881,0.0829090104,0.3565419526,0.4471994687,0.0039295993,0.0020478193,0.0104051362,0.0085787027,0.0484281603,0.0459375692,0.0469891521,0.0856763338,0.1153973876,0.0668585344,0.0483174673,0.0436130175,0.0433916316,0.0527451849,0.0575049812,0.0671352668,0.0685189285,0.0720611025,0.0544609254,0.0371928271,0.023134824,0.0226367058,1541,7108,8701
10/15/2020,Alabama,Madison County,2104.922606,55.08,2.4,60.85,986,182366,190543,51445,0.3207779914,0.3242506885,0.1158540019,0.1327562488,0.012153099,0.0146040991,0.0267062474,0.0251884508,0.0586255628,0.0590385322,0.0616262949,0.0648281484,0.0672389242,0.0730714464,0.0685502361,0.0646913858,0.0577379468,0.0617496494,0.0673408258,0.0772789072,0.0650051353,0.0489958676,0.0396960116,0.0278298459,0.0194497853,0.0172454942,102780,87286,193765
10/15/2020,Alabama,Marengo County,2545.106858,54.52,0.1,62.7,47,8839,10024,39801,0.2152891905,0.2289667603,0.2334199226,0.2828288183,0.0013253459,0.0016964428,0.0145788051,0.0134125007,0.0617611197,0.0585272756,0.0662672958,0.0614960505,0.0568308328,0.0654190744,0.0584742618,0.0524836982,0.0568308328,0.0613900228,0.0637226316,0.0667974341,0.0712505964,0.0601707046,0.0523776706,0.037321741,0.0230610189,0.0258177384,5343,5488,10890
10/15/2020,Alabama,Marion County,1925.840668,60.985,2.85,61.5,62,14626,15083,33264,0.446968932,0.4703288566,0.0223501296,0.0162576997,0.0013800532,0.0019186105,0.0146083678,0.0123194991,0.0529132586,0.0565821805,0.0601501229,0.0592749672,0.0535864553,0.0592413073,0.0556397051,0.0553704265,0.0551684675,0.0676226059,0.0699451345,0.072469622,0.0669830691,0.0613618769,0.0563802215,0.0411323168,0.031976842,0.0242014204,12205,1463,13783
10/15/2020,Alabama,Marshall County,1614.027318,54.16333333,0.6,61.53333333,259,47717,49057,36044,0.3853927708,0.4128484924,0.0182487032,0.0135573604,0.0029656726,0.0040920082,0.0796288259,0.0678488024,0.0720751442,0.0669084672,0.0710314754,0.0637981276,0.056978114,0.0649347965,0.0590964515,0.0596441193,0.0556451113,0.0641494616,0.0624444582,0.067518135,0.0626924587,0.0537231074,0.0458594251,0.0341310683,0.0210697088,0.0183003699,33191,5943,39569
10/15/2020,Alabama,Mobile County,4257.972286,64.27,0.1,67.425,1603,196374,216836,38243,0.2739744924,0.291227221,0.1657776917,0.1965296096,0.0096633673,0.0110500714,0.0154231505,0.0146898671,0.06572445,0.0636867452,0.0648919436,0.0635003993,0.0635342804,0.0733985141,0.0668086445,0.0623460226,0.0579584231,0.0591999226,0.0598581835,0.0672853997,0.0654461412,0.0548534643,0.0443575906,0.029936352,0.0192976937,0.0179158297,101243,79474,182655
10/15/2020,Alabama,Monroe County,2679.127134,52.83,0,65.1,84,9869,10864,33456,0.2656634351,0.275406357,0.1860319298,0.223749578,0.0024598466,0.0021704529,0.0079583273,0.0087782762,0.0510297593,0.0556118266,0.0643418704,0.0637148507,0.0582646023,0.0601938938,0.048280519,0.0528143539,0.0560941494,0.0643901027,0.0648724256,0.0733130758,0.0755799932,0.0666087879,0.0512226885,0.0418173926,0.0245984662,0.027251242,6147,4455,10655
10/15/2020,Alabama,Montgomery County,2071.762038,51.13,0.2,64.8,3127,106394,120092,43688,0.1590517736,0.1679397402,0.2711160955,0.3221037945,0.0159259292,0.0168531388,0.0191799935,0.0176611358,0.0675538444,0.0648516906,0.0638670823,0.0659069435,0.0706533737,0.074825817,0.068993227,0.0657082557,0.0584406983,0.0602200578,0.057813728,0.0639333116,0.0614563373,0.0528421183,0.0394638079,0.0269729696,0.0182748603,0.0182218768,33311,64529,98763
10/15/2020,Alabama,Morgan County,1551.534146,54.04,2.4,60.6,378,58888,60791,39991,0.3667727839,0.3837933138,0.0629767963,0.067915006,0.0029746238,0.0038686821,0.0472931759,0.0401574211,0.0605369363,0.0618738459,0.0661853792,0.0612722366,0.0563340269,0.0633862248,0.0595760326,0.0612555252,0.0595008314,0.0641800149,0.0693688951,0.0718505335,0.0663608486,0.0568019452,0.0469589485,0.0341831065,0.0218250487,0.0185496202,39664,13234,53603
10/15/2020,Alabama,Perry County,1874.838401,55.62,0.7,63.5,36,4152,4771,30535,0.1403115544,0.1511823378,0.309761291,0.3697187045,0.0047069371,0.001568979,0.0077328253,0.0084052449,0.0568194553,0.055810826,0.0579401547,0.095147372,0.085173148,0.0600694834,0.0476297209,0.0512159588,0.0486383503,0.0568194553,0.0536814973,0.0608539729,0.0690350779,0.0563711756,0.0481900706,0.0403451754,0.0296985319,0.0265605738,1339,3860,5223
10/15/2020,Alabama,Pickens County,2305.41507,55.34333333,0,63.2,59,10014,9916,32551,0.271349724,0.2646261917,0.1905669844,0.2090817863,0.0016557953,0.0015554441,0.0334169594,0.0189663823,0.0514801806,0.052082288,0.0543401907,0.059508279,0.0603110888,0.0691921726,0.0661816357,0.0633216257,0.0536377321,0.0663823382,0.0655795283,0.076166583,0.0668339187,0.060812845,0.0493728048,0.0364274962,0.0267937782,0.0215755143,5594,4022,9656
10/15/2020,Alabama,Pike County,1742.984496,54.67666667,0.05,64.4,127,15919,17195,37359,0.2747478408,0.2832638763,0.1725554146,0.2058041916,0.0100259709,0.0086972278,0.012804252,0.0114151114,0.0528779368,0.0529081355,0.0532101226,0.0878178414,0.1674216344,0.07102736,0.049042701,0.0523645588,0.0478649514,0.0503412454,0.0497070725,0.0569547623,0.0565319804,0.0448148819,0.0413420306,0.028598176,0.0199915444,0.0171830646,8042,5636,13812
10/15/2020,Alabama,Randolph County,1512.901354,53.61666667,2.2,61.4,76,11078,11644,32411,0.3705219611,0.3834169527,0.0906610334,0.101663586,0.001892439,0.0026846228,0.0157556553,0.0142593082,0.0562450489,0.0580054573,0.0609981516,0.0632426723,0.0566411407,0.0582695185,0.0503916909,0.0522841299,0.0538244873,0.0633747029,0.0684798873,0.0765337558,0.0730569492,0.064650999,0.0554088549,0.0411495467,0.0253498812,0.0220931256,8559,2203,10823
10/15/2020,Alabama,Russell County,1676.219258,50.5,0.3,66,194,27767,30194,33104,0.2239609393,0.2343127275,0.2125049602,0.2423526164,0.0031572954,0.0056762306,0.0295371025,0.0287434654,0.0693224755,0.0677352013,0.067079588,0.0595227826,0.0574696779,0.0802263591,0.0702023775,0.0659753972,0.060057625,0.0614723694,0.0631114025,0.0676834423,0.0619554528,0.0500163903,0.0398026259,0.026448819,0.0168389089,0.0150791049,9864,11228,21290
10/15/2020,Alabama,Shelby County,2096.65061,56.244,0.6333333333,62.96666667,491,105203,112499,54369,0.374654344,0.3974607491,0.0618184491,0.0713773874,0.010114744,0.0125033302,0.0297149314,0.0283231206,0.0564211629,0.0630035553,0.0696594427,0.0672432959,0.0579783374,0.0595079512,0.0608767949,0.0678128818,0.0681987304,0.0724798119,0.0669309423,0.0680884879,0.0622961663,0.0544413924,0.0427786607,0.0282542191,0.0174458664,0.0165823006,79700,33268,114430
